day,Account,daily_pnl,trade_count,win_rate,avg_trade_size,avg_leverage,long_ratio,sentiment
2024-04-27,0x4f93fead39b70a1824f981a54d4e55b278e9f760,4281.488139,27,0.7037037037037037,1.754911111111111,,0.0,Greed
2024-04-28,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,8,0.0,1.0238749999999999,,0.0,Greed
2024-04-28,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,50,0.0,2741.3,,0.0,Greed
2024-04-29,0x4f93fead39b70a1824f981a54d4e55b278e9f760,526.9338359999999,31,0.5483870967741935,1.037616129032258,,0.0,Greed
2024-04-29,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,14,0.0,2328.785714285714,,0.0,Greed
2024-04-30,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,24,0.0,1.7244541666666666,,0.0,Greed
2024-05-01,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,14,0.0,2.1303571428571426,,0.0,Neutral
2024-05-03,0x4f93fead39b70a1824f981a54d4e55b278e9f760,5319.861625,23,0.6956521739130435,3.933582608695652,,0.0,Neutral
2024-05-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,-13.844579999999999,7,0.14285714285714285,34.0,,0.0,Neutral
2024-05-03,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,6,0.0,7033.166666666667,,0.0,Neutral
2024-05-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,6,0.0,2.8804833333333337,,0.0,Greed
2024-05-04,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,3,0.0,193303.66666666666,,0.0,Greed
2024-05-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,4,0.0,1.9072,,0.0,Greed
2024-05-05,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,0.916,2,0.5,4.0,,0.0,Greed
2024-05-06,0x4f93fead39b70a1824f981a54d4e55b278e9f760,968.59038,9,0.4444444444444444,7.342155555555554,,0.0,Greed
